oe1-x,oe1-y,oe1-z,oe1-rotx,oe1-roty,oe1-rotz,oe2-x,oe2-y,oe2-z,oe2-rotx,oe2-roty,oe2-rotz,oe3-x,oe3-y,oe3-z,oe3-rotx,oe3-roty,oe3-rotz,oe4-x,oe4-y,oe4-z,oe4-rotx,oe4-roty,oe4-rotz,oe5-x,oe5-y,oe5-z,oe5-rotx,oe5-roty,oe5-rotz,oe6-x,oe6-y,oe6-z,oe6-rotx,oe6-roty,oe6-rotz,intensity
-5.4181,4.6081,-0.4161,-0.0039,0.077,-9.2669,-12.8047,11.64,0.5019,0.0045,-0.0395,-14.0886,-8.2702,-14.6561,-0.1212,-0.0027,0.1409,-0.6499,4.485,-5.2204,-0.126,0.0007,0.1592,-2.5517,5.6944,8.1493,-0.46,-0.0187,-0.0645,3.7552,6.26,-13.062,0.2695,-1.0441,0.6443,0.9409,0
11.7161,-14.9737,0.2835,0.0012,-0.0666,2.4195,-8.5407,3.4741,-0.6229,0.0042,0.0336,-5.9461,-12.9542,-1.4426,-0.1086,-0.0048,0.0021,18.2854,8.7433,-5.4348,0.0475,0.0042,0.177,1.3955,-3.9075,-18.4345,0.5943,-0.3223,0.6648,-3.7088,-1.5106,-4.2526,0.2435,-1.0516,0.6331,1.8811,0
-18.8026,-14.5243,-0.4363,-0.0012,0.006,-3.5023,-19.3013,9.5195,0.2257,0.0042,-0.0501,-16.3917,3.8033,19.2481,0.1847,-0.0048,0.1986,-12.5299,4.9142,3.1828,-0.1541,-0.002,0.0301,-0.3777,4.8387,-0.7749,1.4118,0.0454,0.3905,-1.0852,4.6087,-5.3729,0.3182,1.0474,-0.3783,5.5499,0
13.0764,18.2401,0.2656,0.0027,0.0062,-8.3383,-6.6333,6.271,-0.4983,0.0026,-0.0227,-10.7172,11.6588,-18.2814,-0.0927,-0.0045,0.0012,-6.2249,3.4305,3.3228,0.0161,0.0016,-0.1101,-0.638,-2.0792,-4.8816,1.7803,0.0829,-0.0625,0.7719,-5.7371,-2.0682,-0.3311,0.5787,-0.1315,8.7353,0
-9.4443,17.2925,-0.0738,-0.004,-0.0393,-1.7738,2.1875,13.2339,-0.8867,0.0035,-0.0297,-0.6574,-4.4442,-13.1381,-0.0312,-0.0017,-0.1234,13.6914,-6.1228,-6.2819,0.0757,-0.0019,0.0073,1.5989,-4.8264,-15.8266,1.4695,-0.2362,0.4385,5.9219,8.3686,-5.2279,-0.2481,-0.6393,-0.2674,-11.5688,0
11.974,-17.1194,0.3381,0.0025,0.0013,0.3267,-8.2162,-19.6849,0.003,0.0028,0.0478,9.477,2.0975,17.099,-0.0119,0.0068,-0.1559,7.1726,0.6074,6.9561,0.0556,-0.0007,-0.1805,-1.6795,1.0014,-1.5988,-1.5065,0.3226,0.4397,3.5009,-3.2422,-10.7477,-0.2252,1.0738,-0.502,-16.1928,172
2.43,11.6604,-0.2449,0.0033,0.0768,10.0503,15.9075,15.8446,-0.3993,-0.0054,0.0178,-2.223,1.2716,17.3988,-0.0953,0.004,-0.015,7.0181,-4.4226,1.3328,-0.1898,-0.0031,-0.1326,2.2824,6.663,12.9763,0.5277,-0.1205,-0.6333,-5.5199,4.1292,0.0496,-0.0798,-0.5725,-0.1856,-6.3393,0
-3.2189,-8.1356,0.4675,0.0021,-0.0667,8.2041,-10.9544,6.2889,0.1463,-0.0003,-0.0601,-18.7807,-3.2062,-13.053,-0.1915,0.0062,-0.1361,-18.8564,4.0656,5.208,-0.0536,0.0041,0.0927,-1.4683,-4.8954,-3.2306,2.0939,0.0771,0.4862,-5.8792,3.5371,8.7084,0.1217,0.2476,0.3776,3.0442,0
16.8432,-3.5366,-0.467,0.0014,0.0244,6.1028,15.9564,-10.5421,-0.4021,-0.0039,-0.0267,-10.0291,-10.7868,15.4477,-0.1042,0.0056,0.0884,-15.7787,3.6772,7.2657,-0.1029,-0.005,0.1581,-0.0487,2.292,8.6583,-1.2495,0.3117,-0.4126,-3.8207,2.8645,1.1455,0.1344,0.2291,-0.5155,-10.1422,0
-8.4786,11.0087,-0.0252,0.004,-0.0449,-7.3903,-16.6195,18.4403,0.2835,-0.0009,0.0152,-12.3924,8.7387,19.9842,0.0433,0.002,-0.1699,-5.0013,1.4638,-8.2354,-0.0582,-0.004,-0.0162,0.9123,2.054,-7.5805,2.0398,0.0245,0.1499,-0.8176,-3.7853,-10.7542,0.099,0.4041,-0.0283,-10.591,0
-6.3531,-19.9362,0.4365,-0.0031,0.041,4.5368,-7.6585,16.5564,0.4664,0.0008,-0.0399,0.777,-9.929,-18.186,-0.1175,0.0013,0.1896,1.4839,1.9943,-6.9278,0.1357,0.0013,0.176,-1.393,-0.3886,-8.2498,-2.0572,0.3065,0.4596,3.3304,-3.1754,7.58,-0.3102,0.6962,-0.5869,10.8571,21398
10.5708,-19.7543,0.0863,0.0031,-0.013,7.9076,-7.9215,-15.829,0.6144,-0.0027,0.042,-4.936,6.4732,6.1117,0.1879,0.0036,0.1626,3.4794,-9.2643,8.7077,0.1271,0.0037,0.207,-1.6525,2.4205,-1.297,-0.7408,-0.227,-0.3177,4.3516,-8.5453,3.7838,-0.3425,-0.8447,0.172,-2.0279,0
-0.5386,9.0276,0.1438,-0.003,0.0639,-4.7386,6.238,6.671,0.6547,-0.0025,0.0398,8.0017,-4.956,8.3869,-0.1777,0.0035,-0.1548,-4.4057,7.0078,6.7489,0.0637,0.0038,0.08,-0.4043,-0.5462,12.3641,0.1208,0.3329,0.5168,2.8158,-1.2823,-2.4216,-0.0775,0.7024,0.3528,6.234,0
-14.2686,-9.8337,-0.0668,-0.0023,0.004,0.5969,5.6322,10.5763,0.0936,-0.0028,-0.0011,5.9999,-12.0643,-12.7036,0.1405,0.0045,0.2122,1.2129,-6.5637,-0.0361,-0.1589,0.0044,0.189,1.921,4.3523,-6.0619,-0.9345,-0.1949,-0.6461,-4.8974,7.5151,-10.8986,-0.3967,-0.0488,-0.1287,-1.3741,357
12.9512,-15.0252,0.1278,-0.002,-0.0483,2.2235,-13.1723,-12.5259,-0.1858,0.001,0.0116,8.1914,-8.9416,-6.6294,0.1905,0.0064,-0.1427,3.7547,2.6095,5.0959,0.0381,0.002,-0.1842,-0.501,-4.7562,4.4465,0.5659,-0.3048,0.3818,-2.1734,0.8247,2.838,-0.3462,0.8494,-0.0198,1.0643,0
-9.9565,-1.3838,0.2383,-0.0018,0.0244,8.9076,-9.5053,11.4197,0.7561,0.0031,-0.0346,-6.4409,8.5166,-6.7842,-0.0367,0.0064,0.2071,-15.5579,-3.5348,-8.9348,-0.0295,-0.0025,-0.1713,1.0525,2.9615,13.9388,0.4956,-0.3301,0.5527,-2.4498,3.2671,6.5346,0.2977,-0.9324,-0.2044,15.5723,0
12.65,2.6463,-0.1049,0.0015,0.0699,8.2159,-9.7479,0.7493,0.8899,-0.005,0.0383,-11.9312,-0.2689,3.5201,0.0089,-0.0012,-0.2219,13.138,1.1285,0.9987,-0.1574,-0.0005,-0.0011,-2.9464,3.657,-2.708,-0.4679,0.2362,0.0458,4.0644,-4.2965,-2.9571,0.2128,-0.642,0.1834,-8.4324,0
-18.5724,-10.088,-0.2352,0.0006,-0.0668,9.8505,12.5159,6.5815,0.6592,0.0031,-0.0108,6.9176,12.9038,12.3432,-0.1972,0.0027,-0.1763,-3.1525,3.5319,-4.1669,-0.1912,0.0039,-0.0798,-0.5219,3.7269,-4.9799,-1.3904,0.0593,-0.3155,-5.241,-1.8736,-6.0109,0.2278,-1.3198,0.6767,-1.6719,0
-13.9775,16.5898,0.1834,-0.0016,-0.0529,9.3777,1.2853,-2.9207,0.654,-0.0034,0.0571,-16.9807,8.6684,-10.5167,0.1933,0.0059,-0.0729,0.0316,-2.2214,7.0133,-0.0494,0.0013,0.1287,0.176,2.7646,-0.0335,-1.0344,-0.3077,-0.3853,-1.9814,5.7234,-5.9482,-0.1999,-1.1206,-0.4261,9.0676,0
13.8865,10.9735,0.0298,-0.0029,0.0467,1.7676,-10.8285,-6.4329,-0.5706,-0.0027,0.0238,-2.7086,-5.4342,17.6227,0.1518,0.002,0.084,1.6563,-0.3077,-0.7861,0.0386,0.0018,0.0096,1.8067,-0.2728,-18.8589,0.0884,0.1255,0.4952,2.1585,2.4092,-2.0464,-0.1724,-1.2918,0.6475,9.7751,24792
-7.4827,9.0978,0.0531,-0.0014,0.052,-0.9593,4.0798,16.4315,-0.2815,0.001,-0.0586,-6.3065,-7.2346,-0.5955,-0.0418,0.0018,0.1322,-16.8705,1.7285,6.7074,0.0396,0.0019,-0.1398,-2.6918,-6.4998,-11.9914,1.1252,0.0574,-0.4449,-2.8337,0.6139,-12.7935,0.2899,-0.096,0.2405,-14.2884,0
7.7043,5.2688,-0.284,0.0,-0.043,-4.0282,-11.9642,-11.3099,0.3431,0.0005,0.0401,-19.8503,-3.2697,-14.5025,-0.0567,0.0047,-0.1188,0.0138,-1.7673,1.0696,-0.0879,-0.0047,-0.038,0.7679,2.7424,-5.3522,-1.405,0.0309,-0.0926,6.0963,5.7589,5.8915,0.2035,-0.473,-0.5067,16.259,0
-6.586,3.7556,0.2442,0.0038,0.0157,5.1051,18.5293,-18.5466,-0.7444,0.0029,0.0308,16.5744,-10.8442,-3.6857,-0.0139,-0.0015,0.0964,1.1911,-7.8689,-0.1364,0.0787,0.0034,-0.0175,-2.1115,0.4019,-4.5417,1.2684,0.0768,0.4023,4.9525,3.3247,6.8424,0.1304,0.2689,-0.1105,-10.1698,0
-11.3293,-4.9098,-0.2008,-0.0037,-0.0279,-5.5111,-18.1765,10.7875,-0.646,-0.0031,-0.0562,7.5166,-2.208,-19.0487,-0.1552,-0.0064,0.0994,-2.4865,-2.216,-1.5672,-0.1164,0.0023,-0.1082,0.2024,4.2654,-14.0547,0.8932,0.1767,0.0688,-1.1632,-5.968,7.0861,-0.3073,0.0899,0.6831,7.1483,27855
0.8043,3.7613,-0.2568,-0.0002,0.0195,-10.1084,-18.7033,10.2913,0.5326,0.0034,-0.0249,12.5409,8.7642,-15.2535,0.1854,-0.0026,0.1948,-3.068,-5.8521,-2.1062,0.0581,-0.0006,0.1421,-2.2796,-1.9987,4.84,0.1531,-0.0357,-0.2693,-5.5199,-0.3757,-0.7678,-0.2763,-0.5265,-0.6068,9.935,138
-11.5207,-14.3585,-0.4934,-0.0033,0.0436,9.5276,16.8276,-9.306,0.6812,-0.0001,-0.0317,-1.752,-3.9126,-15.102,-0.0851,-0.0006,0.1024,-16.7857,2.864,-7.862,-0.1359,-0.0033,0.0819,2.5316,-2.0538,2.5175,-2.0621,0.2625,0.3839,-2.3693,2.8265,12.8794,-0.12,0.2306,-0.4402,14.01,0
-11.4562,-5.5283,0.0454,-0.0007,-0.0154,-9.1087,-17.0991,10.3947,-0.6151,-0.0012,0.0556,11.0787,0.3661,0.6001,-0.099,0.0052,-0.1136,6.1649,1.0904,-6.3954,-0.0941,-0.0038,-0.0021,2.0183,2.3302,3.3643,0.72,0.01,-0.2725,-0.2824,2.5659,-3.8736,-0.3811,0.8564,-0.3059,-11.2511,1833
6.2856,12.7712,-0.0496,0.0037,0.0475,-5.9715,17.3737,5.0798,-0.0186,0.0032,-0.0246,15.64,1.5617,9.663,-0.193,0.0035,0.1408,-0.6386,-5.307,-8.4267,0.1279,0.0014,-0.1473,1.3778,0.3059,-14.5101,0.2079,0.0171,0.0452,-4.2531,6.4372,-12.8108,0.1852,0.7392,0.5885,-15.888,26160
-9.7594,0.0361,-0.2468,0.0022,-0.0097,0.9734,3.8219,8.551,-0.8011,-0.0006,0.0327,2.4316,10.752,14.6812,-0.0381,0.0027,-0.0943,-7.7819,1.4463,-2.7655,0.0436,0.0006,0.1237,-1.3613,0.2979,6.9554,0.0404,0.3076,-0.246,6.0708,-2.1877,-4.0151,-0.0415,-0.4612,-0.4847,0.1402,2213
8.2376,7.2668,0.495,0.0016,0.0651,9.6022,-3.2045,-7.8305,0.3331,0.0046,0.0127,10.041,1.374,-3.7539,-0.0136,-0.0032,0.1854,18.9542,-4.796,1.0774,-0.1518,-0.004,0.0427,-0.5034,-4.4355,-17.4012,0.1713,0.3209,0.3165,-3.585,6.0595,3.0097,0.0652,0.0948,0.188,-10.5767,0
-1.7134,-19.6596,0.404,0.0031,0.0613,-8.3513,2.2598,1.1011,-0.0974,0.0059,0.0502,2.2089,5.1867,6.3022,0.181,-0.0049,0.1239,9.6373,-0.7828,-4.6446,0.0454,0.0008,-0.0472,-1.236,6.2277,9.6858,0.9849,-0.2323,0.1844,-5.9369,-1.7233,-7.9492,-0.2355,1.05,-0.6178,-16.1044,0
-6.6641,8.0271,-0.0042,0.0003,-0.0386,-6.4908,-5.1139,10.5348,-0.0944,-0.0053,-0.0373,10.8006,11.1343,-11.1337,0.1375,0.0041,0.016,-1.9632,4.2611,4.6482,0.1199,0.0038,-0.0263,-0.5566,5.1205,3.2302,-1.3513,-0.0451,0.2148,-3.8483,4.6502,3.7791,0.2876,-0.1947,0.2211,3.9136,0
7.0457,-4.4416,-0.4482,-0.0024,0.0023,9.6876,11.2885,-19.5994,0.1513,-0.0026,0.0075,3.8575,8.7876,9.1544,-0.0414,-0.0012,-0.1717,-5.1426,-3.3762,7.1882,0.0555,-0.0008,0.0132,2.2248,0.6202,-1.0451,-0.6145,-0.0571,0.3653,5.8481,2.0841,11.0465,0.1751,1.222,0.284,16.6856,0
-15.1048,3.6724,0.4492,-0.002,-0.0284,3.3287,7.0523,-7.1956,0.7782,0.0004,-0.0158,10.9741,-9.3551,-0.5677,-0.126,0.0044,-0.0393,13.9455,-5.2372,-3.4547,0.1387,0.002,0.2042,-1.7162,3.7044,-9.3885,1.0936,0.2965,0.6553,1.5461,6.7998,-7.727,0.1799,-1.2272,0.4646,17.1194,10573
-13.0828,-5.0224,-0.4645,0.0018,0.0352,-9.4108,-2.1898,5.8543,0.2252,0.0001,-0.0335,8.1621,-3.6176,1.8003,0.0682,-0.0068,-0.0433,-10.5531,7.9333,-8.5066,0.0429,0.0006,0.0922,-0.4054,-0.4934,12.6178,-1.7955,-0.2847,-0.3139,6.0286,-6.5873,-5.6565,-0.3834,-0.0739,0.169,9.836,31
-12.3584,19.4515,-0.3849,-0.0011,-0.0507,8.1219,11.9217,-4.4154,-0.8379,-0.0053,-0.026,-0.7005,-2.7989,-11.748,0.1934,0.0048,-0.1486,-13.0233,-0.0991,5.4431,-0.0045,-0.0049,-0.1993,-0.4257,-2.9489,-15.8,0.6742,0.3008,-0.0344,-4.1512,-5.9371,-2.2766,-0.2823,1.2735,0.0359,-16.5111,0
-4.4036,3.8057,0.0367,0.0007,-0.0179,8.1823,13.2914,-7.6729,0.477,0.005,-0.039,-7.1791,-11.4675,10.8121,-0.1283,-0.0053,0.2266,-16.9952,10.6116,-6.3254,0.1446,-0.0022,0.1206,1.3001,4.57,0.8986,-1.5368,0.1861,-0.1693,1.6627,8.9922,8.7021,-0.1335,-0.6981,0.6922,-8.3303,0
-19.2612,-9.1985,0.3718,-0.0019,0.0369,-1.971,-8.545,15.1884,0.8665,-0.0016,0.0528,-1.0716,11.8464,-1.1112,0.0857,0.0055,-0.0352,-5.0426,4.0596,7.686,0.1777,-0.0017,-0.1456,0.2124,2.2619,4.4412,-0.3854,-0.1738,0.3678,1.9601,3.5883,4.7475,-0.1476,-1.128,0.488,15.04,40580
-6.5196,1.896,0.2807,0.0036,-0.0339,6.6303,18.5179,16.4553,-0.4582,-0.0058,-0.0312,3.9617,3.0952,13.3708,0.186,-0.0032,-0.208,-13.8667,-0.9313,6.4921,0.1202,0.0038,-0.0904,0.1465,4.6023,1.1875,-0.0525,-0.3096,-0.1873,5.2094,-4.7486,3.8005,0.0789,0.5464,0.2142,-9.3844,0
7.7492,-12.3225,0.1271,0.0037,-0.0482,2.8764,-11.1738,2.9699,-0.2578,0.0042,0.0441,-6.5922,-5.4189,-17.8937,-0.0033,-0.0044,0.1685,10.7974,0.9645,4.1846,0.0346,0.0041,0.0249,2.4205,4.4595,2.3151,1.3184,-0.1588,0.2513,0.4375,0.6963,-4.3609,-0.2465,0.9557,0.3567,12.7239,0
-5.4311,-11.7681,-0.3174,-0.002,0.0472,7.1195,-2.0819,-3.9703,-0.0574,-0.0046,0.0264,-19.7309,4.9334,15.269,0.1614,0.0067,0.0148,19.7531,-4.0715,0.2851,0.106,-0.0029,0.1636,0.4827,3.8714,-18.5616,1.0761,-0.2321,0.1401,1.5543,5.3865,8.0832,-0.3865,0.5881,-0.6477,-9.2833,0
14.1878,4.6075,-0.1075,0.0011,-0.0114,-1.9408,-5.5324,12.3144,0.547,-0.0033,0.0286,-13.3006,2.058,2.7828,0.0959,0.0038,-0.1963,-19.8403,-9.885,1.0013,0.1643,0.0032,-0.1579,-2.0854,2.3269,13.2926,1.008,-0.1834,0.5929,4.7452,6.2291,-8.2614,0.137,-0.346,0.3759,-14.7221,0
