oe1-x,oe1-y,oe1-z,oe1-rotx,oe1-roty,oe1-rotz,oe2-x,oe2-y,oe2-z,oe2-rotx,oe2-roty,oe2-rotz,oe3-x,oe3-y,oe3-z,oe3-rotx,oe3-roty,oe3-rotz,oe4-x,oe4-y,oe4-z,oe4-rotx,oe4-roty,oe4-rotz,oe5-x,oe5-y,oe5-z,oe5-rotx,oe5-roty,oe5-rotz,oe6-x,oe6-y,oe6-z,oe6-rotx,oe6-roty,oe6-rotz,intensity
-12.2417,7.6453,0.0339,-0.002,-0.0011,-0.1795,-9.3057,11.245,-0.1863,-0.0008,0.0016,8.8284,-7.8213,-8.1655,-0.0565,-0.0004,-0.0063,14.266,1.798,1.1909,-0.0954,0.0005,0.0642,-0.3152,-2.444,-3.472,-0.0533,-0.2224,0.0585,2.1023,-4.6044,2.334,-0.0234,0.0088,0.0514,15.2806,33464
-1.2716,14.1553,0.1434,0.0014,0.0045,-2.7831,-10.8159,-6.3961,0.3198,-0.0025,0.0028,3.4042,-6.8958,-12.4151,-0.049,-0.0008,-0.0976,18.2135,4.5715,-1.4,0.073,0.0007,-0.0317,-0.3447,2.3146,-12.5126,-0.4851,-0.1299,-0.0116,0.3992,7.8899,1.3512,-0.0153,-0.0026,-0.0127,-12.6433,0
-8.7843,17.6515,0.0616,0.0002,0.0037,1.4916,6.6173,-3.1193,0.2448,-0.0023,-0.0051,-15.0748,-10.0742,10.8968,-0.0469,-0.0,0.0288,17.2738,8.131,1.4925,0.0508,-0.0003,0.0251,-1.1332,5.3957,-8.1786,1.1994,0.1361,-0.0584,-1.5162,-6.9332,1.1609,0.0346,0.0032,0.3509,7.3198,15220
3.7999,-17.2561,-0.0937,0.0016,-0.0082,2.6782,2.197,5.3527,-0.0933,-0.0009,0.0056,9.0916,3.8347,10.1792,0.0745,-0.0003,-0.0768,-12.6062,-0.8882,0.2502,-0.0916,-0.0002,-0.0441,-0.9822,-2.4758,9.5855,0.0123,0.0259,-0.0729,-0.7501,-5.5662,-0.9291,-0.0506,0.0049,-0.3486,8.0781,7164
12.3142,1.104,0.1213,0.0008,0.0057,0.2269,9.948,1.6955,0.313,0.0029,0.0036,-1.5787,2.3898,-11.9169,0.0899,0.0004,-0.0985,-12.2625,-7.4241,-1.4491,-0.0234,-0.0004,0.0519,0.0934,-1.3409,11.2665,0.1368,0.2246,0.0295,-4.1664,-5.2694,-3.1014,0.0166,-0.0003,-0.0073,0.0148,3796
5.6924,11.695,0.0156,0.0021,0.0172,-3.7524,-2.2311,3.0573,0.3439,0.0006,0.0069,-18.2919,1.7161,-17.9757,-0.0354,0.0009,0.0716,-16.8823,9.6395,-0.8126,0.0741,0.0004,-0.0121,-0.947,5.1751,-10.6634,0.5061,0.1496,0.0467,-3.0526,-6.2679,-2.7863,-0.0731,-0.0028,-0.0135,-0.095,8385
7.7718,10.284,-0.0516,0.0017,-0.0054,-4.2267,1.4974,-2.4438,0.0235,-0.0021,-0.0053,-19.1029,-2.0251,-12.7764,0.0193,-0.0001,-0.0936,-2.0791,3.1341,2.3166,-0.0552,-0.0006,-0.0749,-0.2915,-2.5786,8.7877,-1.293,-0.1814,-0.0604,1.831,-0.6122,-0.8782,-0.0582,-0.0059,-0.0088,-14.9029,52092
-3.7712,-1.0166,0.0911,-0.0015,0.0102,-3.1648,-4.1356,-8.314,-0.1799,-0.0014,0.0075,-18.5358,-12.3068,4.8981,0.0576,0.0006,0.0183,-17.8423,9.7761,-0.8911,-0.0069,0.0003,-0.0953,0.4876,-3.7104,-15.0422,1.1256,-0.0969,-0.0855,3.6027,-6.9785,-2.9575,-0.0399,-0.0073,-0.3685,-9.9371,7782
18.48,-7.8111,-0.1541,0.0014,-0.0048,2.118,-0.9249,2.6519,-0.0881,0.0014,-0.0043,4.2282,7.8933,17.8616,-0.0332,0.0007,0.0553,8.4251,8.7649,-2.3909,0.036,0.0001,-0.0037,-0.3577,5.8092,-8.2627,1.1142,0.2643,-0.042,-0.116,-8.0116,2.3094,-0.0651,-0.0025,-0.2972,-11.4909,24258
8.2172,-10.5132,0.1588,0.0027,-0.0145,-2.5927,-19.0819,8.5226,0.1863,-0.0024,-0.0072,18.69,-0.8599,5.6952,-0.0333,0.0001,-0.0688,-11.1967,5.4275,2.1955,-0.026,-0.0008,0.0278,0.1973,2.3408,14.8903,-1.1127,-0.2615,0.0156,-0.7234,-6.9301,-0.3306,-0.0201,0.0027,-0.4395,9.3341,194
4.0698,13.0205,-0.1657,0.0016,0.0188,2.1889,11.5456,-9.6092,-0.0278,0.0022,0.0015,-16.9105,0.9157,-19.0402,-0.0554,-0.0003,0.0623,-6.154,-6.5486,2.7052,0.0659,0.0002,-0.0565,-0.0488,-4.2556,-12.0297,0.3001,-0.0339,0.0071,-3.8563,-7.239,2.5957,0.0284,-0.007,-0.0322,1.7497,28044
9.1774,19.8298,0.1724,0.0002,0.0153,-3.028,-3.0859,-4.087,0.1811,-0.0005,-0.0015,-16.1653,3.8587,-2.7668,0.0749,0.0009,0.0985,8.8944,2.2233,-2.4117,0.0973,0.0008,0.0807,-0.65,-3.773,-11.2845,0.2916,0.2806,-0.0378,0.1751,-2.5706,-2.2091,0.0863,-0.0003,0.3908,4.6231,24939
-17.9181,9.8717,-0.1387,-0.0008,-0.0079,-1.945,9.8074,-5.2749,0.2102,-0.002,0.0056,-10.2959,-5.8244,-15.8655,0.0401,-0.0004,-0.0425,12.2668,-1.4197,-1.1639,0.0953,-0.0001,-0.0071,-1.5482,-2.0488,-3.5568,1.2471,0.0162,0.0704,-3.3167,4.1639,-2.7881,0.0752,0.0008,0.2764,1.0247,24270
1.3976,19.1716,-0.0271,-0.0015,0.0071,2.4798,-13.3708,7.0813,-0.1294,0.0018,0.0028,11.5803,-11.6932,19.1694,-0.0897,-0.0002,0.0817,0.3532,-6.2173,-2.6963,0.0092,-0.0005,0.0592,1.0459,3.564,-12.5984,-1.0561,-0.2845,-0.046,0.4667,-0.5891,-3.213,-0.0377,-0.0013,-0.3279,-7.3175,35056
-12.9192,6.6195,-0.1317,-0.0009,-0.0104,1.0797,-19.3181,10.6298,-0.2536,-0.0003,0.0004,-18.7762,3.7204,12.5604,0.0368,0.0006,-0.0174,2.9803,8.3365,0.5954,0.0984,-0.0001,0.0674,0.1572,5.3613,-3.4229,0.1224,0.2866,0.0596,-0.1117,-0.5592,0.1215,-0.0184,-0.0062,0.3882,-7.309,42334
8.1664,15.828,-0.0467,-0.0011,-0.0236,3.2475,16.465,11.4159,0.2625,-0.0006,-0.0043,5.2447,-10.3361,5.7422,-0.0368,-0.0004,-0.0594,12.7124,3.5425,-1.7685,-0.0458,-0.0007,-0.0807,-1.563,-1.6988,16.8284,1.1698,-0.1559,0.0048,-1.9602,0.2544,-2.1045,0.0888,0.0086,0.2187,15.3109,12037
-16.7942,-10.5622,0.0698,-0.0019,-0.0066,-3.4056,-9.2951,11.3477,0.1175,0.0019,-0.0063,-14.9237,-0.4461,-14.2313,-0.0716,0.0007,-0.0218,-5.9033,-4.8749,2.3519,-0.0891,-0.0009,0.0936,1.3113,0.6089,-12.8835,0.6746,0.2875,-0.0399,-3.8073,-7.7892,3.2526,-0.0648,0.0006,-0.3318,-10.2263,26883
17.133,-0.597,0.1128,0.002,0.026,4.5924,19.876,5.0446,0.0551,-0.0018,0.0054,-3.6283,12.478,-7.4691,-0.0072,0.0002,-0.0658,14.9073,-5.3351,-2.7762,0.0076,0.0009,-0.0449,-1.218,-1.9223,-6.1852,-0.1501,0.2174,-0.0542,-4.3747,7.7544,1.638,0.0069,-0.0058,-0.4022,12.2767,0
11.4663,1.6153,-0.0506,0.0022,0.0,-0.4521,19.6624,-1.4585,-0.1455,0.002,0.0037,-0.8856,4.8223,-14.1465,-0.0283,-0.0004,-0.0315,1.2572,0.5299,0.5822,0.0202,0.001,0.0279,1.1847,3.5117,-7.0734,1.2493,-0.1437,-0.0396,4.3788,-7.0085,0.0422,0.0872,-0.0068,0.4202,0.9455,0
-2.2793,-17.6259,0.0195,-0.0012,0.0047,-4.0171,4.712,8.7912,0.3071,0.0,-0.0057,-7.1742,-11.1988,-4.639,-0.0138,-0.0002,-0.0555,-8.6808,-1.5649,2.7914,0.0735,-0.0003,-0.0248,-1.4868,4.5867,-5.3354,0.5495,0.0947,0.0209,0.3492,4.7714,-1.8833,-0.0277,0.0068,-0.3244,13.9877,21184
1.3401,7.2974,-0.0853,-0.0009,0.0007,4.5995,9.4965,-9.406,-0.2481,-0.003,-0.0011,7.6486,8.5387,15.1991,0.0647,0.0007,0.0255,-16.6583,7.0916,-0.7062,0.0198,-0.0006,0.0307,-0.1843,5.4522,-0.9859,-1.0794,-0.1409,-0.0116,2.2822,-1.008,2.576,-0.0944,-0.002,-0.3627,16.327,9578
-16.9257,-6.737,-0.1646,-0.0025,0.027,-3.5242,-19.6203,-2.0147,0.113,-0.0016,0.0026,1.2633,-0.5216,3.3143,-0.0947,-0.0001,0.0056,4.7986,-1.6358,2.2282,0.087,0.0007,-0.0571,-0.4586,5.2062,-11.9226,0.0617,0.0244,-0.0367,2.4184,5.6156,-0.7136,0.0148,-0.0039,0.3599,13.6106,25423
13.9441,-12.2436,0.1654,-0.0007,-0.0181,-2.684,9.5199,9.2101,-0.0823,0.0021,-0.004,-2.313,-7.7069,-11.3572,-0.0576,0.0007,-0.0469,2.5935,-9.2426,1.8721,-0.0627,-0.0009,0.0373,-0.8042,-0.8867,17.5057,-1.2019,-0.0616,-0.0291,1.7966,-3.2321,-2.5098,-0.0002,-0.002,-0.35,-9.4481,60007
6.6615,3.9108,-0.0039,0.0019,0.0121,3.368,4.3743,3.1777,0.0632,0.0029,-0.0026,-0.8881,-8.4302,-2.3064,-0.0463,-0.0003,0.046,1.5728,5.2722,-2.5753,0.0797,0.001,0.016,1.1475,-1.3961,11.4679,0.4827,-0.0105,-0.0714,-0.4801,0.68,2.3736,-0.0556,-0.0058,0.0253,-0.2427,67309
3.2296,-7.8901,0.0992,-0.0001,-0.0219,-2.9163,12.9543,9.7254,-0.167,0.0004,0.0009,-3.6691,-7.7189,15.3841,-0.0978,-0.0005,-0.0357,3.0551,-8.5353,0.2405,0.0357,0.0004,0.0432,-1.2422,3.4477,19.5373,0.6113,0.039,-0.0596,-4.0068,0.9045,2.2174,-0.0299,-0.0021,-0.095,-0.5887,53262
-11.6398,14.7416,0.1766,0.0028,0.0272,2.405,0.2039,0.385,-0.3062,-0.0019,0.0047,-10.9852,-8.6534,-4.1076,0.0896,0.0001,0.0462,-1.7177,-8.3834,-2.5167,-0.0047,0.0,0.0774,1.4992,0.4952,-8.9457,-0.1715,-0.1875,-0.0731,-1.5591,7.2788,-1.226,-0.0475,-0.005,0.1832,8.71,33620
-13.0541,9.7942,0.0177,-0.0017,-0.0071,-3.2788,6.6872,0.103,0.0685,0.0015,-0.0073,19.219,-5.9944,7.4895,-0.0224,0.0,0.0112,9.5783,0.1848,-0.4196,-0.0907,0.0009,0.0472,-0.0486,-1.6846,12.1712,-0.8581,0.217,0.0766,2.1463,6.3696,-1.6008,0.0281,0.0041,-0.2676,-11.6389,13042
1.7178,15.374,-0.0177,-0.0013,0.0264,1.6072,6.7454,-8.9747,0.3952,0.0012,-0.0064,-6.9351,2.6984,-19.716,0.0222,-0.0007,0.0598,-11.0166,-7.1156,-2.4197,-0.0473,-0.0009,-0.0214,-0.1503,-4.7944,11.4085,0.5225,0.0114,0.0556,2.7019,2.1471,-0.7209,-0.0996,-0.0031,-0.0494,-5.1358,3155
-10.5338,3.898,0.0276,0.0001,-0.0224,4.7955,-3.3654,-5.2076,-0.1877,-0.0004,0.0068,-13.2729,-10.5068,-19.0082,0.0524,-0.0004,0.0162,-5.3502,-3.8697,-2.7463,0.0203,-0.0009,0.0237,1.5779,0.9615,-6.44,0.4221,0.1837,-0.0112,-3.4011,0.783,-2.0034,0.0471,0.0,-0.3365,-0.0168,53632
-0.7933,-19.8117,-0.0781,-0.0025,0.0137,1.669,-10.0944,5.1707,-0.0219,0.0028,0.0005,0.498,11.04,14.7614,-0.0399,-0.0009,0.0532,18.489,-1.802,2.3529,-0.039,0.0009,0.0016,-1.5604,-6.447,-18.0827,-0.9549,-0.1925,0.0238,-3.8853,-0.4549,1.1565,0.0251,-0.0075,-0.3756,5.8516,3272
16.6203,4.0654,-0.0973,-0.0018,-0.0145,3.6836,-3.1315,-11.6837,-0.1139,-0.001,-0.0051,2.594,5.4844,-7.7753,0.0301,-0.0009,-0.0796,-6.3933,1.2712,1.3808,0.0487,-0.0005,-0.0617,-0.2178,-1.4401,-9.6751,1.1877,0.0528,0.0003,-4.1401,-0.5948,-0.1772,-0.0046,0.002,-0.2203,7.7319,35626
9.7924,-12.1327,-0.0087,0.0009,0.0119,0.9088,-5.4546,2.6254,-0.0972,0.0013,0.0077,17.8802,5.8627,5.6844,0.0006,0.0008,-0.0717,-8.2793,-4.7779,1.3209,-0.0134,-0.0006,0.0531,1.1227,-3.7026,-15.8493,-0.7798,0.244,0.0727,3.6569,-4.6744,1.7574,-0.021,0.0054,-0.3402,-2.1547,18716
-13.8375,17.1275,0.1903,0.0026,0.0024,4.1652,-11.3781,-6.1013,-0.1745,-0.0016,0.001,10.123,8.5755,-19.2684,-0.0829,0.0008,-0.0201,12.7909,-1.6346,2.6054,0.0775,-0.0003,0.0014,-1.3565,-2.4331,-7.3234,-0.6659,-0.1228,-0.0367,-2.2469,-0.9819,-0.7558,-0.0557,-0.0051,0.3039,-9.837,37380
-13.4618,-2.9186,-0.1198,-0.0006,0.0042,-3.7074,18.7375,-11.0056,0.3381,-0.0009,-0.0076,-7.3343,10.5369,16.1857,-0.0378,0.0003,0.0735,1.7287,8.6973,-1.3601,0.033,0.0002,-0.03,-0.2942,0.7634,-8.4743,-1.0226,-0.1554,-0.0601,-1.4921,-6.5961,2.9421,0.0797,-0.0068,-0.1549,-6.9458,21806
-0.5263,-13.1905,-0.0499,-0.0,-0.0216,0.3905,11.1477,8.6215,-0.1107,-0.0003,0.0059,13.5592,-1.6192,-0.8284,-0.0268,-0.0001,-0.0643,13.8195,5.626,-0.6819,-0.0978,0.0004,0.0567,1.1913,-0.2288,0.6259,0.1166,-0.1958,-0.0436,4.3174,-6.5302,2.2851,-0.0042,0.0087,-0.3796,-14.8352,20386
-4.7175,19.9594,-0.1636,-0.0017,0.0115,-2.9585,-15.7234,4.3859,-0.3314,0.0013,0.0039,1.4564,6.6344,15.0083,0.0661,-0.0009,0.0238,18.7944,-1.0185,0.2812,-0.0439,0.0,0.0511,-0.8944,3.2218,-16.7728,0.4222,0.273,0.0361,0.7817,5.0865,2.5812,-0.0943,-0.0051,-0.4372,-12.3395,23802
13.5265,11.9958,-0.0248,0.0016,0.0053,-1.43,-2.1942,8.9173,-0.0881,0.0017,-0.0015,4.0306,0.5712,-8.743,0.0041,-0.0004,0.0908,-5.4187,3.5562,-1.5409,0.0397,-0.0009,-0.0133,1.4128,-4.7979,-13.4017,-0.473,0.2671,-0.0516,1.3483,3.9355,2.6359,-0.0327,0.0041,-0.3597,-1.3882,1
6.2516,13.2541,-0.006,0.0004,-0.0025,-4.786,4.0701,-7.6415,-0.0457,0.0005,0.001,-2.4199,3.0575,11.4186,0.0423,-0.001,-0.0417,-0.4468,-0.1005,-1.1698,-0.0595,-0.0006,0.0307,-1.4392,0.304,13.951,-0.6176,-0.1874,0.057,2.6096,-0.1506,-2.8195,-0.0734,0.0082,0.1541,-6.0142,65432
-8.0588,-6.273,-0.1972,-0.0016,0.0279,0.7622,5.0101,-10.8032,-0.3698,0.0013,-0.0057,-14.0406,2.2048,2.1153,-0.0684,0.0003,-0.0424,-2.8536,-0.0749,-0.7918,-0.0812,-0.0009,-0.0482,0.6383,4.7428,1.4637,0.9136,0.1568,0.0659,-3.9788,0.3245,-1.007,0.0161,-0.0049,0.2867,13.9751,84
13.3129,-7.778,-0.0415,-0.0014,0.024,-1.249,17.2681,-9.3452,0.3021,-0.0008,0.0031,-5.7856,5.1634,-12.7845,0.0519,-0.0001,-0.0284,4.5801,2.4704,1.7311,0.0374,0.0003,0.0015,-0.8583,6.2708,-16.1908,0.897,0.2366,0.0452,3.4467,-4.0092,1.6112,-0.0915,0.0043,0.2834,-16.5975,49758
5.7994,15.3851,0.1333,-0.0017,0.0226,0.1611,-0.5749,2.1471,0.3927,0.0015,0.0026,-8.5771,-7.9298,14.8557,0.0519,0.0001,-0.0241,19.1867,1.474,2.2253,-0.0216,0.0007,0.0116,1.2175,-0.3412,-13.393,-0.7634,-0.0895,-0.0117,2.3281,7.9484,2.1607,0.0306,-0.0035,0.1287,-7.3632,47313
-11.9246,0.9288,0.1931,0.0021,0.0067,-0.2607,9.2426,-3.1409,-0.3111,-0.0028,-0.006,10.1994,8.381,3.5581,0.0142,0.0006,0.005,-4.6079,3.2073,-0.2971,0.0891,0.0002,-0.0465,0.0746,-3.7818,5.9513,0.4082,0.0526,0.0786,-3.0465,3.7906,1.6608,0.0159,-0.0034,0.2742,11.8816,44442
10.2981,-0.4877,0.1257,-0.0026,0.005,-1.7053,10.4001,-10.9308,-0.1157,-0.0015,-0.0024,-3.7016,-10.8351,-3.1306,0.0794,0.0005,0.0511,19.6745,6.7082,2.2453,-0.0198,-0.0008,0.0625,1.491,-6.4411,4.9707,-1.0982,0.0275,0.0144,-4.4847,1.1204,-1.2244,0.0943,0.0065,0.1142,-10.0838,1183
-10.7143,19.0951,-0.034,0.002,0.0,-4.2186,11.7156,-1.1067,-0.2223,-0.0018,-0.0055,14.756,-7.7842,15.9433,-0.0908,-0.0001,-0.0522,4.8776,-6.9432,1.8544,0.0406,-0.0008,0.0277,1.0183,3.5097,-11.7134,0.1587,-0.0934,-0.0405,-1.312,-5.6954,1.8852,-0.0394,0.0069,0.3485,-14.3048,22642
-12.7857,14.2447,-0.0297,0.0028,0.0257,-0.8802,5.0726,8.3683,-0.3805,0.0005,-0.0037,4.0859,-12.3264,2.2015,-0.0821,0.0005,-0.0742,-15.4449,-8.1861,2.1766,-0.0501,0.0008,0.0576,-0.839,3.7262,7.9034,-0.1016,-0.1708,0.0709,-0.7302,6.5021,0.3788,-0.0758,0.007,0.2687,8.125,686
-16.0373,12.7219,-0.1565,-0.0026,0.0074,-3.3021,17.1315,11.2696,0.307,-0.0014,0.0057,1.8787,-12.2247,-1.1923,0.0185,-0.0009,0.0638,-11.8333,9.8631,1.153,-0.0876,-0.0004,0.0412,0.7582,-3.4722,-8.3185,1.1474,0.131,-0.021,-1.6156,5.4844,2.1969,-0.0368,0.0088,-0.2234,2.6315,10253
1.8117,6.8597,0.0105,-0.0002,0.0114,-1.2244,5.1169,11.5331,0.2022,0.001,0.002,8.2252,-8.9619,-4.4348,0.0365,0.0008,0.0868,3.6704,-5.1186,2.6776,-0.061,0.0006,-0.0955,-0.3224,2.4902,4.5708,0.0466,0.1948,-0.0596,-0.5524,-4.9339,2.933,0.0162,-0.0064,0.4281,2.0635,18665
18.923,9.7375,-0.0143,-0.002,0.0133,-2.9971,1.3352,9.412,-0.3225,-0.0024,0.0013,-18.2959,7.5458,-16.8074,-0.0538,-0.0002,-0.0418,-0.8661,-4.1273,2.709,0.0676,-0.0,0.0552,0.0627,2.7949,4.4074,0.549,0.1316,-0.0776,1.0128,1.7998,-1.5853,0.0733,-0.0036,0.083,-4.142,38942
16.7507,-15.8022,-0.0591,-0.0011,-0.0165,-4.0084,11.3659,-7.9928,0.1228,0.0008,0.0034,12.7118,-8.9971,8.0067,0.0897,0.0003,0.0947,3.2386,-10.4,-1.8757,0.0586,0.0002,-0.0891,-1.3602,6.0797,-5.077,0.3334,-0.0058,-0.0451,1.1668,-1.5294,1.1672,0.0251,0.0045,0.4372,-16.3463,23836
13.6232,-13.9,-0.1012,-0.001,-0.0103,3.5853,-7.9054,6.3936,-0.1416,-0.0001,0.0063,-2.2992,11.0228,-16.1856,-0.0108,0.0007,0.0638,-6.313,8.3503,-2.4724,0.0104,-0.0005,-0.0244,-1.0221,-4.7973,-15.3558,-0.2257,-0.2034,-0.0304,-2.4668,-1.6689,2.3678,0.0894,0.0061,-0.3588,12.4128,13697
-14.4051,-12.335,-0.1193,0.0029,-0.0238,-4.3432,2.1833,7.9611,-0.2633,-0.0021,0.0056,-1.8335,3.2424,15.8734,0.0252,-0.0003,-0.0198,16.0598,0.4283,0.3709,0.0663,0.001,-0.0939,-0.5294,0.0312,-9.9333,0.1879,0.1823,0.0526,-1.7735,-1.7632,2.7209,-0.0781,0.0046,0.3873,9.2607,40382
-2.2927,7.4806,0.1649,-0.001,-0.011,0.2162,19.9232,1.9488,-0.1065,-0.0021,0.0064,-5.3986,9.2558,-0.6882,-0.0788,-0.0003,-0.0636,1.5005,7.5298,0.3855,0.0953,0.0007,-0.0108,-0.8961,2.7322,-7.7894,0.0281,-0.1411,-0.0675,-1.7059,-5.249,-1.9944,0.0352,0.0074,-0.3163,-5.9148,43569
15.5337,19.889,-0.0871,-0.0025,-0.0127,0.0558,-16.7645,-9.7123,-0.1716,0.0002,0.002,-9.0559,-2.1772,-14.5217,0.0596,-0.0007,0.0396,6.3285,7.4429,-2.8014,-0.0845,0.0002,-0.0851,-0.7728,0.9521,-2.4339,-1.2549,0.2192,-0.0473,3.6431,-4.2019,2.3676,0.0327,-0.0008,-0.111,-4.9225,50292
-10.8588,-2.2789,0.002,0.0006,0.0192,-4.5647,-16.8622,11.4008,-0.1935,-0.0003,-0.0006,-2.5117,-9.7091,18.6642,-0.0306,-0.0001,-0.0313,-2.4102,-5.9734,1.5411,-0.0575,0.0002,0.088,-0.3956,5.0514,-10.3922,-0.6729,0.1152,0.0467,-3.6201,-1.4345,-1.1395,0.0499,-0.0086,-0.1346,2.548,56923
-9.5661,-16.6241,0.0608,-0.0029,0.0058,0.0212,10.4751,-5.4591,-0.2765,-0.0001,-0.0036,-12.6581,0.742,-17.8929,-0.0521,-0.0001,-0.009,-10.0495,-4.3514,-0.4083,-0.0593,0.0003,0.0259,1.0244,4.304,16.3496,-0.3308,0.2037,-0.0815,-1.356,-0.9004,2.9064,0.0276,-0.0019,0.0126,-10.2097,49141
-8.4,0.1821,0.1752,0.0024,0.0086,0.8612,0.8478,2.4775,-0.295,0.0017,0.0057,-5.8721,-2.6312,-16.4366,0.0393,0.0003,0.0705,14.4273,-3.1277,0.5254,-0.031,0.001,-0.0376,1.1019,-2.3418,-7.6942,-1.0108,0.0347,-0.0532,1.6813,-4.8746,3.1587,0.0751,0.0032,0.0413,1.1721,7785
7.6174,-8.9083,0.1501,-0.0012,-0.0232,-1.7408,-12.1922,-7.676,-0.0568,-0.0002,0.0056,10.802,7.9995,3.9904,-0.012,-0.0009,-0.025,-19.9763,-7.828,-0.2094,0.0477,-0.0005,0.0057,1.0979,5.3261,7.866,0.2764,0.2033,0.0159,-1.711,2.1594,-2.6543,-0.011,-0.0068,0.1961,4.1604,27997
-7.6572,11.0776,0.1724,0.0017,0.0085,4.7676,9.9735,-7.4109,0.3703,-0.0012,0.0032,9.7531,-3.2167,10.2544,-0.074,0.0006,-0.0415,15.8397,2.1492,2.5661,0.0551,0.0,-0.0874,0.7891,-2.3662,-10.5137,1.1181,-0.0172,-0.0745,-3.2975,5.7187,-2.0428,-0.0473,-0.0068,-0.2165,-3.7874,28984
